X,Y,site_id,site_typ,botanic,diameter,conditn,planted,add_num,add_str,modified,GlobalID
1446463.28366708,735547.496536322,6939,T,Acer rubrum,10,70,0,28,faith st,2021/11/22 00:00:00+00,{7608ADE0-BBEF-4449-AC6A-3A521EF7093D}
1446462.63274974,735539.553966902,6940,T,Acer saccharinum,40,80,0,28,faith st,2021/11/22 00:00:00+00,{BCE04204-152E-4C4A-983C-65784BB3F195}
1446460.54942058,735512.861106902,6941,T,Acer saccharinum,27,70,0,28,faith st,2021/11/22 00:00:00+00,{C55EC920-A438-4656-9F62-3B534004965E}
1446458.72658958,735478.486175656,6942,T,Acer saccharinum,37,70,0,22,faith st,2021/11/22 00:00:00+00,{58424FDF-9B03-4CE9-8B0A-12B5377F973F}
1446452.73677216,735394.762261741,6943,T,Acer campestre,14,70,0,16,faith st,2021/11/22 00:00:00+00,{C8724022-1388-4CC8-B914-19A5F81C2DE9}
1446447.78894741,735327.835230239,6944,T,Acer campestre,11,70,0,4,faith st,2021/11/22 00:00:00+00,{92C6C784-90E4-453F-937A-F7C7E194E390}
1446446.48678466,735300.100705653,6945,T,Acer campestre,9,70,0,4,faith st,2021/11/22 00:00:00+00,{10547108-3C8B-4B47-9A29-5FECA11FD70B}
1446501.43483749,735232.913175985,6946,T,Celtis occidentalis,16,70,0,4,faith st,2022/07/13 00:00:00+00,{A605F2E9-9E8A-49A3-8031-4FCA44311F13}
1446554.039063,735212.47063157,6947,S,Fraxinus pennsylvanica 'Summit',28,70,0,22,james av,2022/07/14 00:00:00+00,{6DF03435-517B-44C8-9B94-2CB5BEDE1A71}
1446708.46591949,735154.527834073,6948,T,Celtis occidentalis,13,80,0,408,ethan allen pw,2022/07/14 00:00:00+00,{B03233AA-7154-4FC5-88A2-0554B609678C}
1446724.22113733,735107.131931491,6949,T,Acer miyabei,2,80,2024,392,ethan allen pw,2014/06/09 00:00:00+00,{12A6D689-34D9-45F6-B623-3EF2B86E32D0}
1446672.7888255,735125.881893985,6950,S,Betula papyrifera,12,0,0,13,james av,2022/05/31 00:00:00+00,{69D1716C-97FA-408A-AC43-5D8CB9F1508C}
1446631.6432385,735142.158108152,6951,T,Celtis occidentalis,11,80,0,13,james av,2022/07/14 00:00:00+00,{CFC72755-0B7E-4B5B-A0F6-8DC4B1D9E7A5}
1446615.49727341,735148.277846575,6952,T,Celtis occidentalis,12,80,0,13,james av,2022/07/14 00:00:00+00,{8DD7EDE3-6778-4996-97AC-0E066B8C3234}
1446554.16931208,735171.715463735,6953,S,Fraxinus pennsylvanica 'Summit',21,80,0,21,james av,2022/07/14 00:00:00+00,{FD2DDB75-BB12-4FA2-A824-E93478FF147D}
1446527.99744841,735180.829946823,6954,T,Celtis occidentalis,14,70,0,29,james av,2022/07/14 00:00:00+00,{0CD972C6-E715-402C-BD3F-76FA7C56F6B0}
1446491.53885991,735194.762333654,6955,S,Acer campestre,16,0,0,29,james av,2020/11/09 00:00:00+00,{D640DF75-3CFC-4C5D-9292-B7F8B8401A51}
1446465.23674716,735204.397813074,6956,T,Acer campestre,10,70,0,29,james av,2022/07/14 00:00:00+00,{509E5685-D4C6-46A2-B0B7-6D259B17EA0A}
1446764.84638416,735034.085161574,6957,T,Robinia pseudoacacia,33,70,0,392,ethan allen pw,2014/06/09 00:00:00+00,{E42649DC-2245-4DEF-B786-859058C33A9E}
1446733.79165624,735574.970562741,6958,R,,0,0,0,438,ethan allen pw,2020/01/07 00:00:00+00,{21C39D69-6F5C-4457-9481-D302545D464A}
1446893.42716375,735968.33001224,6959,T,Robinia pseudoacacia,35,70,0,488,ethan allen pw,2014/06/09 00:00:00+00,{7F136420-16F0-49A3-92D1-738EA02C1FDF}
1455266.11120575,722790.188717656,6960,T,Acer x freemanii 'Marmo',3,80,2017,234,pearl st,2019/03/26 00:00:00+00,{E6E9F20F-BB06-4C15-A023-1DAC4A46D0ED}
1455264.20143266,722828.730635323,6961,R,Fraxinus pennsylvanica 'Summit',23,70,0,11,north union st,2018/12/07 00:00:00+00,{0C339E5D-707D-46EF-91D7-0607BD1904AC}
1455261.00885374,722891.284972154,6962,R,Fraxinus pennsylvanica 'Summit',15,70,0,17,north union st,2019/02/05 00:00:00+00,{BB8C1C60-684D-4920-8B86-700F8AB6C5FD}
1455260.20865849,722927.168102488,6963,R,Fraxinus pennsylvanica 'Summit',22,80,0,21,north union st,2018/12/07 00:00:00+00,{0A8799B0-5D32-4A96-BFF0-E0750C9EDAC6}
1455291.45859599,722905.119262069,6964,T,Crataegus spp,6,70,0,18,north union st,2014/06/10 00:00:00+00,{FA363B4D-F2C2-4E4F-8105-626D2AB23E0F}
1455257.95144516,722977.168002486,6965,R,Fraxinus pennsylvanica 'Summit',14,80,0,27,north union st,2018/12/07 00:00:00+00,{1AB16CA7-D934-44A4-A787-D83690F12E9F}
1455257.43077691,723010.327713072,6966,T,Ulmus 'Morton Glossy',10,70,0,29,north union st,2018/12/07 00:00:00+00,{E1ACCF00-5516-44B8-AB09-9082B62274A2}
1455254.13222708,723068.487373658,6967,R,Fraxinus pennsylvanica 'Patmore',13,70,0,35,north union st,2018/12/07 00:00:00+00,{DE10DB89-563F-4785-BD26-5A1E49F7BC89}
1455252.91700641,723105.119518235,6968,R,Fraxinus pennsylvanica 'Patmore',16,70,0,39,north union st,2022/05/27 00:00:00+00,{4D03B3B3-FA6F-409C-88F6-603EA3C61ECB}
1455250.65979308,723138.973453157,6969,R,Fraxinus pennsylvanica 'Summit',15,80,0,43,north union st,2018/12/07 00:00:00+00,{5050CB82-7345-4E5E-A648-E9FBBD09FAF9}
1455248.92390416,723182.897249818,6970,R,Fraxinus pennsylvanica 'Patmore',9,70,0,51,north union st,2018/12/07 00:00:00+00,{43A8F405-2F0F-4201-82E4-8E3B1DAE675A}
1455281.04195016,723151.126315989,6971,T,Acer platanoides 'Crimson King',23,50,0,44,north union st,2020/02/07 00:00:00+00,{DE0BEBEA-4FE4-49B7-B19D-4897BB50D019}
1455279.13217708,723179.772256069,6972,T,Acer platanoides 'Crimson King',20,50,0,44,north union st,2020/02/07 00:00:00+00,{C94F9C18-76CD-4087-B5E5-EDDD590509FF}
1455246.31957866,723218.660957821,6973,R,Fraxinus pennsylvanica 'Summit',15,70,0,51,north union st,2018/12/07 00:00:00+00,{A4FD2B32-4879-4CA9-9385-89D83546EB34}
1455245.79891041,723237.23736424,6974,R,Fraxinus pennsylvanica 'Patmore',9,70,0,51,north union st,2018/12/07 00:00:00+00,{3C46777D-53B0-4EDD-A346-B3F16B75C77D}
1455242.67391666,723307.723443739,6975,S,Fraxinus pennsylvanica 'Summit',26,0,0,57,north union st,2023/03/03 00:00:00+00,{3B755FA8-2438-456A-A8D5-504768E9D0A0}
1455237.46559374,723431.681857236,6976,T,Crataegus spp,2,80,2022,67,north union st,2022/11/16 00:00:00+00,{1F76D60F-8CEA-4186-BD89-F08DE95BBDD7}
1455234.16671583,723474.216549069,6977,R,Fraxinus pennsylvanica 'Patmore',14,70,0,77,north union st,2022/11/15 00:00:00+00,{08F90798-901D-4619-AB4C-81040EB94E39}
1455233.29893541,723503.383157402,6978,R,Fraxinus pennsylvanica 'Patmore',17,70,0,77,north union st,2022/11/15 00:00:00+00,{0D707472-5B6A-4B9C-80A0-81937EA998BD}
1455230.69460991,723559.633372985,6979,R,Fraxinus pennsylvanica 'Patmore',16,70,0,83,north union st,2022/11/15 00:00:00+00,{E8ED9F23-6348-4B03-ADD8-4D386FF431F3}
1455232.25727083,723531.160988986,6980,R,Fraxinus pennsylvanica 'Patmore',14,80,0,83,north union st,2022/11/15 00:00:00+00,{6F614204-CB7C-43F4-8B79-8CA2BB823A92}
1455227.39606008,723627.515126988,6981,T,Betula nigra 'Cully',5,80,2015,91,north union st,2023/10/11 00:00:00+00,{005ACEFE-238C-4376-A8E7-22F747D8FAD5}
1455225.31273091,723680.292908572,6982,R,Fraxinus pennsylvanica 'Patmore',13,70,0,97,north union st,2014/06/10 00:00:00+00,{CBC51D8F-4EFC-4748-AE4C-0180B21D5231}
1455224.61817849,723704.945746407,6983,R,Fraxinus pennsylvanica 'Summit',17,70,0,97,north union st,2014/07/17 00:00:00+00,{421E3A8C-ABE1-444F-881E-1F90DCA37203}
1455255.69455991,723718.834498152,6984,T,Crataegus spp,4,70,0,4,loomis st,2014/07/17 00:00:00+00,{2E6FD1C4-8E8A-455C-8CF6-7CA665AFC413}
1455256.56266841,723697.13342607,6985,T,Amelanchier x grandiflora 'Autumn Brilliance',2,80,2025,4,loomis st,2022/09/26 00:00:00+00,{7B499D8A-3739-4496-8DE7-5F29C31484A5}
1455314.37521683,723663.626275241,6986,S,Fraxinus excelsior,15,70,0,4,loomis st,2014/06/10 00:00:00+00,{35AD357C-CFDB-4771-AC4C-46FC07F5A79C}
1455428.43765274,723667.098381154,6987,S,Fraxinus excelsior,13,0,0,18,loomis st,2022/06/29 00:00:00+00,{5D518112-1563-4009-98BE-D2FA24EC60F4}
1455492.1530765,723669.876262739,6988,S,Fraxinus excelsior,17,70,0,24,loomis st,2014/06/10 00:00:00+00,{EB1859C2-EB39-489F-BD58-31B56AD3A659}
1455554.30583933,723671.786035821,6989,S,Fraxinus excelsior,17,70,0,28,loomis st,2014/06/10 00:00:00+00,{48A11633-D01E-41AC-931E-8EAA89B823B0}
1455602.91696258,723673.001256488,6990,S,Fraxinus excelsior,26,70,0,28,loomis st,2020/05/01 00:00:00+00,{9B0CA939-E49C-4EAB-AEF3-FE69ED46C1C5}
1455680.52113808,723676.299806319,6991,S,Fraxinus excelsior,19,70,0,44,loomis st,2014/06/10 00:00:00+00,{0DEFBD09-1DA9-4921-9B44-274DA3B35C42}
1455741.80579241,723678.557019658,6992,S,Fraxinus excelsior,22,70,0,48,loomis st,2023/02/28 00:00:00+00,{431B92FB-DB52-4F86-9B4D-118A8569E2BA}
1455837.27476158,723681.136410825,6993,T,Acer x freemanii 'Marmo',2,80,2016,54,loomis st,2022/06/22 00:00:00+00,{234D4961-DA44-4D79-8D12-34FD0BE9211D}
1455877.0341965,723682.383455575,6994,T,Corylus colurna,9,70,0,58,loomis st,2014/06/10 00:00:00+00,{EB82AC43-CD21-4685-BE3B-5A779C041CC4}
1455931.07083383,723685.638698407,6995,S,Fraxinus excelsior,19,70,0,62,loomis st,2014/06/10 00:00:00+00,{0A3E99FE-7571-4E91-A8E7-2047503829C5}
1456023.51881166,723688.025832735,6996,T,Ulmus americana 'Princeton',2,80,2016,80,loomis st,2019/03/22 00:00:00+00,{59682FE6-D9BB-4EC8-A206-257CA834DDCA}
1456071.09745666,723689.723007821,6997,T,Ulmus americana,4,80,2015,84,loomis st,2022/09/13 00:00:00+00,{D52AB9AF-907A-42BA-A52C-6EEFE3B2BECC}
1456109.23911266,723691.498266742,6998,S,Fraxinus pennsylvanica 'Patmore',16,0,0,86,loomis st,2023/09/15 00:00:00+00,{7A454CC5-6B3A-4388-997D-E43F5FB09961}
1456131.80862133,723693.017292574,6999,S,Acer ginnala,14,0,0,88,loomis st,2021/08/20 00:00:00+00,{3830D7B8-C43C-4D90-98CC-2A845F281895}
1456155.46310158,723692.149184071,7000,T,Acer x freemanii 'Celebration',2,80,2021,90,loomis st,2021/11/22 00:00:00+00,{76B3DA3F-FC65-4FF6-80C1-407CDB911913}
1456163.05855883,723653.303789325,7001,R,,0,0,0,83,north willard st,2019/05/06 00:00:00+00,{E2DB4608-53A8-4118-958C-7F0C88FCCE99}
1456102.94581816,723652.001626574,7002,T,Acer rubrum,22,50,0,83,loomis st,2014/06/10 00:00:00+00,{5AE0451B-4842-48BE-B259-A3422058FBFB}
1456040.66280625,723648.963574901,7003,S,Acer platanoides,12,70,0,79,loomis st,2014/06/10 00:00:00+00,{9C377B82-83A6-4C36-990F-848530573EC8}
1455981.85190025,723647.227357902,7004,T,Catalpa speciosa,22,70,0,75,loomis st,2019/09/06 00:00:00+00,{5DC09A58-267E-44CB-A8BE-102DC2811CF9}
1455953.20628824,723535.682305403,7005,P,,0,0,0,52,isham st,2015/09/30 00:00:00+00,{FD9C8389-8A0A-4481-92FB-B87866C74A86}
1455816.45853025,723643.313979901,7006,T,Malus spp,8,70,0,55,loomis st,2023/10/03 00:00:00+00,{08EBA9FA-2C6D-4AC7-BFCC-0095B8980900}
1455764.89596933,723640.883210488,7007,T,Acer triflorum,2,80,2021,51,loomis st,2021/07/02 00:00:00+00,{A431666C-8BB4-4097-BA7D-4CD80BC53DB9}
1455684.68779641,723636.716552153,7008,T,Malus spp,13,70,0,41,loomis st,2023/10/03 00:00:00+00,{F6A33F90-2F55-46C7-B092-93E2197663CA}
1455649.09731641,723635.674887575,7009,T,syringa reticulata,2,70,2013,39,loomis st,2019/03/27 00:00:00+00,{3A9F4FD8-68E0-4A72-B751-3F78DB042ABB}
1455616.80571433,723634.63322299,7010,T,Amelanchier x grandiflora,2,50,0,35,loomis st,2014/06/10 00:00:00+00,{3ED69DEE-4664-4634-B839-155331106A7E}
1455573.92391033,723633.418002322,7011,T,syringa reticulata,2,80,2013,31,loomis st,2019/03/22 00:00:00+00,{A6C9E1D2-CEFA-4DF7-B6F0-4C028CF81C9F}
1455527.39611625,723632.723449908,7012,T,syringa reticulata,2,80,2013,27,loomis st,2019/03/22 00:00:00+00,{E6B3C12E-653B-4DC0-9F94-BABB6B2B962C}
1455480.00021366,723630.293008573,7013,S,Amelanchier x grandiflora,2,0,0,21,loomis st,2022/06/28 00:00:00+00,{9D78136D-408E-4D8C-8FF3-9B38D5B56223}
1455451.00716141,723629.077787906,7014,T,Amelanchier x grandiflora,5,70,0,21,loomis st,2023/06/05 00:00:00+00,{1770D574-DB7D-44DE-9D41-DD395999DC7D}
1455399.09748833,723627.68868307,7015,T,Amelanchier x grandiflora,3,70,0,15,loomis st,2014/06/10 00:00:00+00,{D2EC9E8F-4D97-49DA-AE6C-3FAB3897D379}
1455419.40978366,723628.383235492,7016,T,Malus spp,7,70,0,15,loomis st,2022/06/22 00:00:00+00,{6CD7A306-EAE8-4150-8893-ACA71EA1A0DE}
1455361.89513491,723626.473462403,7017,T,Cornus mas,2,80,2021,11,loomis st,2021/11/22 00:00:00+00,{4BC46C5D-51AB-4DE6-A795-93B28E17CD3E}
1455732.63323858,723614.139825657,7018,T,Pyrus calleryana 'Chanticleer',12,70,0,51,loomis st,2014/06/10 00:00:00+00,{A9875898-481F-466E-ABCE-9278F98151A0}
1455733.84845924,723583.237000324,7019,T,Pyrus calleryana 'Chanticleer',12,70,0,51,loomis st,2014/06/10 00:00:00+00,{B93016C1-F023-47D8-8997-75343D7375CF}
1455736.10567258,723520.390013158,7020,T,Fraxinus pennsylvanica 'Summit',13,70,0,76,greene st,2014/06/10 00:00:00+00,{BD95B4F7-F60A-46BC-8325-6A640DFAE68E}
1455738.01511758,723488.792635404,7021,T,Fraxinus pennsylvanica 'Summit',14,70,0,72,greene st,2014/06/10 00:00:00+00,{E64A8864-B33D-4D7B-B32A-A6455F8F5757}
1455740.09844675,723446.952495985,7022,T,Fraxinus pennsylvanica 'Summit',13,70,0,68,greene st,2014/06/10 00:00:00+00,{580540EE-0C16-43AB-8B63-25E8D9D0F18E}
1455741.3139955,723408.758018568,7023,T,Gingko biloba,2,80,2025,64,greene st,2020/01/07 00:00:00+00,{80A3B463-A823-465A-AD05-484F3BE1BE04}
1455744.09154899,723345.04259482,7024,T,Fraxinus pennsylvanica 'Summit',14,70,0,58,greene st,2014/06/10 00:00:00+00,{BEBF7DFD-71E6-4DA8-9CAD-8A7A0C179D57}
1455744.78610141,723318.306427822,7025,T,Fraxinus pennsylvanica 'Summit',13,70,0,54,greene st,2014/06/10 00:00:00+00,{53BF229D-59C3-4DCC-ACA0-46EAE9310DC2}
1455747.04298666,723272.473186158,7026,T,Fraxinus pennsylvanica 'Summit',14,70,0,48,greene st,2014/06/10 00:00:00+00,{74D668CF-6DE7-46A4-9609-692310AF335A}
1455748.95275975,723234.973261155,7027,T,Fraxinus pennsylvanica 'Summit',12,70,0,44,greene st,2014/06/10 00:00:00+00,{D94A7172-2402-4212-81B6-15C88692093C}
1455748.95275975,723219.348292403,7028,T,Fraxinus pennsylvanica 'Summit',10,70,0,44,greene st,2014/06/10 00:00:00+00,{1C66898D-62D4-47A5-94F1-82624174EE00}
1455750.86253283,723175.771935992,7029,T,Fraxinus pennsylvanica 'Summit',13,70,0,38,greene st,2014/06/10 00:00:00+00,{720D6CB4-EE7C-4437-8897-8FB7A5B9E132}
1455752.77230591,723126.466260321,7030,T,Pyrus calleryana 'Chanticleer',13,70,0,34,greene st,2014/06/10 00:00:00+00,{F7E9055A-1125-41AC-9FB2-54E98D2540F0}
1455838.18880175,723066.715067491,7031,T,Gleditsia triacanthos var. inermis 'Shademaster',15,70,0,52,hickok pl,2016/06/29 00:00:00+00,{512B5329-39E1-4722-8455-B623FD2F4F9A}
1455563.11651725,723057.050716735,7032,T,Acer rubrum,10,70,0,28,hickok pl,2016/10/21 00:00:00+00,{840DD704-87F3-4B6B-98D8-220F69C929F0}
1455423.14271583,723050.974285319,7033,R,,0,0,0,14,hickok pl,2015/05/28 00:00:00+00,{80176431-EB1B-44BF-951F-1A635F3B737F}
1455522.5349055,723208.309600569,7034,T,Acer rubrum,33,50,0,16,converse ct,2014/06/10 00:00:00+00,{6AECE86A-706E-48C0-B85A-1520F58843D3}
1455519.71371691,723259.524721235,7035,T,Cornus mas,1,80,2021,22,converse ct,2021/05/05 00:00:00+00,{8ADC62A1-7AF4-4198-9487-859597FA9B6B}
1455517.54344566,723307.484927155,7036,P,Unknown,0,0,0,28,converse ct,2014/06/10 00:00:00+00,{82FB5422-2192-4D54-B7F3-51B5005E984B}
1455515.59036558,723355.010750741,7037,T,Acer x freemanii 'Autumn Blaze',25,70,0,32,converse ct,2014/06/10 00:00:00+00,{40D193DC-AAAE-4C35-B789-0BA9A3655031}
1455512.11825966,723450.279917158,7039,T,Acer x freemanii 'Autumn Blaze',18,50,0,40,converse ct,2014/06/10 00:00:00+00,{4C55A82E-5615-4F03-BDE1-5127F957FF97}
1455510.59923383,723496.069851823,7040,T,Acer saccharinum,47,70,0,46,converse ct,2018/12/03 00:00:00+00,{0B200C08-A31A-4EC2-B5A9-14E843C3A1FA}
1455478.48118783,723494.116771735,7041,R,,0,0,0,45,converse ct,2019/10/08 00:00:00+00,{4B186B17-F609-4BC4-8553-8B8211B5DEB3}
1455479.34929633,723457.007265903,7042,T,Tilia cordata 'Greenspire',29,70,0,39,converse ct,2020/05/28 00:00:00+00,{F859043F-8CFD-433A-855A-8BE3AC107A53}
1455481.73643066,723406.877116822,7043,T,Tilia cordata 'Greenspire',32,70,0,35,converse ct,2019/10/08 00:00:00+00,{1ED21054-2217-4EEE-A1DB-9A04D08A24E5}
1455484.55761924,723344.37724182,7044,T,Tilia americana 'Redmond',24,70,0,27,converse ct,2019/10/08 00:00:00+00,{8AF4631E-6F3A-419F-809F-22E20BF63FCC}
1455485.64259083,723317.250327572,7045,T,Tilia cordata 'Greenspire',14,70,0,23,converse ct,2019/10/08 00:00:00+00,{BF9C7714-80D6-405A-8F9D-E9289370BB53}
1455485.85945391,723294.681146987,7046,T,Maackia amurensis,7,80,2008,23,converse ct,2014/08/13 00:00:00+00,{4E97C6E4-FB43-47B0-BB34-EE3DC789BC14}
1455487.37880783,723261.69499249,7047,T,Liquidambar styraciflua 'Worplesdon',5,80,2018,21,converse ct,2018/06/28 00:00:00+00,{B36DB2F8-B7A4-446E-995E-9245C4B1D2E6}
1455490.19999641,723204.83716657,7048,T,Tilia cordata 'Greenspire',20,70,0,15,converse ct,2019/10/08 00:00:00+00,{33F8002E-1B37-4A9F-AAC8-F1811F474A82}
1455494.54021083,723131.486591488,7049,T,Tilia cordata 'Greenspire',23,50,0,16,hickok pl,2019/10/08 00:00:00+00,{8959AF6B-0221-40CE-AB67-1881B95D5D48}
1455496.49329091,723082.875468239,7050,T,Tilia cordata 'Greenspire',19,70,0,16,hickok pl,2019/10/08 00:00:00+00,{646F8A12-B1A2-4ACB-87D2-D7A10CDC1E52}
1455669.091699,723060.493951321,7052,T,Gleditsia triacanthos var. inermis 'Shademaster',21,70,0,38,hickok pl,2016/10/21 00:00:00+00,{FDEBABCC-0DFB-4A15-B46A-D0EFD62D4470}
1456208.68937308,722802.710674241,7053,T,Tilia cordata 'Greenspire',24,70,0,322,pearl st,2018/12/03 00:00:00+00,{1C94F824-AA84-4733-98AA-5D534A9F2969}
1456207.30059633,722843.335592985,7054,T,Tilia cordata 'Greenspire',22,70,0,322,pearl st,2018/12/03 00:00:00+00,{63CE9723-6F80-491B-B1E3-DE039ED4D1EE}
1456205.56437933,722885.175732404,7055,T,Tilia cordata 'Corinthian',16,70,0,11,north willard st,2021/05/20 00:00:00+00,{B329A6E8-90ED-4C35-BC33-2A037BACBD93}
1456204.69627083,722923.543765903,7056,S,Tilia cordata 'Corinthian',15,0,0,17,north willard st,2020/05/29 00:00:00+00,{30010528-BED9-4616-9352-45DEBEE31D1E}
1456203.65460625,722977.536768153,7057,T,Tilia cordata 'Corinthian',16,70,0,21,north willard st,2014/06/10 00:00:00+00,{4F39664A-ED6E-4338-BD16-2975A044C676}
1456201.22416491,723074.238346405,7058,T,Celtis occidentalis,2,80,2018,31,north willard st,2022/06/28 00:00:00+00,{DEC9F997-92E7-4AB7-B7DC-7FF77EDE4093}
1456200.18250033,723111.564715318,7059,S,Tilia cordata 'Greenspire',23,0,0,35,north willard st,2023/06/13 00:00:00+00,{ACA0F20D-C87E-436C-BB82-F968B8048D02}
1456199.661504,723152.536746241,7060,T,Tilia cordata 'Greenspire',23,70,0,41,north willard st,2014/11/21 00:00:00+00,{DFE31C46-49C7-41D2-8FE6-9112739907C8}
1456197.23106266,723243.509005241,7061,T,Tilia cordata 'Greenspire',22,50,0,43,north willard st,2023/06/14 00:00:00+00,{29CB44B5-EB87-4CEB-ABC7-69B1E9F6A4B6}
1456195.66872983,723270.24517224,7062,T,Tilia cordata 'Greenspire',13,70,0,51,north willard st,2021/02/02 00:00:00+00,{BF35237C-5445-42D4-A0CD-90C52025EDC9}
1456194.62706525,723322.328729488,7063,T,Tilia cordata 'Greenspire',12,50,0,57,north willard st,2023/09/28 00:00:00+00,{BEE0B576-481C-4E4D-AEE2-8F25C3C997D4}
1456195.14773349,723342.988136992,7064,T,Tilia cordata 'Greenspire',25,50,0,59,north willard st,2023/09/28 00:00:00+00,{E275A364-ACD1-4168-B9CB-62F191409380}
1456193.58540066,723377.710508488,7065,T,Malus spp,6,70,0,61,north willard st,2014/06/10 00:00:00+00,{036F6876-E657-4D11-8B2D-52C00D5D588B}
1456193.4115165,723403.925679155,7066,T,Tilia cordata 'Greenspire',23,50,0,61,north willard st,2023/09/28 00:00:00+00,{A7E4946F-9E88-4100-8F7A-EE88DE7ECEE2}
1456192.36985191,723432.398063153,7067,T,Tilia cordata 'Greenspire',17,50,0,65,north willard st,2023/09/28 00:00:00+00,{A267D4D9-508B-4227-9012-5D3802410544}
1456191.5020715,723479.620081574,7068,T,Tilia cordata 'Greenspire',20,50,0,69,north willard st,2023/09/28 00:00:00+00,{7A36C9C8-B11A-4BF1-81BB-23225C5E9696}
1456190.11296666,723513.647900656,7069,T,Tilia cordata 'Greenspire',42,50,0,73,north willard st,2023/09/28 00:00:00+00,{144B7F24-BF3F-43D7-927E-4F43601181A1}
1456189.07130208,723564.168796986,7070,T,Ulmus 'Morton Glossy',19,70,0,81,north willard st,2023/09/28 00:00:00+00,{C53AEF31-A34C-4C59-B3ED-4A099B52FDC0}
1456188.20319358,723606.529932737,7071,T,Tilia cordata 'Greenspire',16,70,0,83,north willard st,2023/09/28 00:00:00+00,{87C7AFFD-0F22-4383-B636-51074A3DCB07}
1456186.98797291,723636.391093485,7072,T,Malus spp,7,70,0,83,north willard st,2023/09/28 00:00:00+00,{E5F3A1A5-F13F-4B17-9489-1AA63B8EE980}
1456234.90487183,723430.141177908,7073,T,Malus spp,10,50,0,68,north willard st,2019/02/05 00:00:00+00,{A29BFCC3-BFC9-4657-A15B-F04EC771BEE1}
1456241.15485933,723168.856267408,7074,T,Maackia amurensis 'Starburst',2,70,2017,42,north willard st,2022/11/21 00:00:00+00,{34E3A7C8-D281-45A3-B4D6-30B0D4A77F2D}
1456241.32841541,723135.349444658,7075,T,Pyrus calleryana 'Chanticleer',12,50,0,36,north willard st,2014/06/10 00:00:00+00,{AA90F97B-A42E-45CC-B7F6-0B84AA2575BD}
1456243.23818849,723072.155017242,7076,T,Acer platanoides,10,70,0,28,north willard st,2014/06/10 00:00:00+00,{96D3B0E2-ABE7-4D37-BC18-E05FCC060414}
1456247.40484683,722911.217346989,7077,T,syringa reticulata,5,70,0,18,north willard st,2014/06/10 00:00:00+00,{E5788138-A21D-4BE7-97CB-7AE1080A8704}
1456248.6200675,722861.738443322,7078,T,Malus spp,7,70,0,328,pearl st,2014/06/10 00:00:00+00,{97F185A8-1CC1-4826-B8C0-EE828D3F5F42}
1456222.74675966,723958.28021349,7079,T,Tilia cordata 'Greenspire',21,70,0, 114,north willard st,2023/10/03 00:00:00+00,{648559B3-A877-4523-A7EB-7EF53D017A0A}
1456223.78842425,723927.203832075,7080,T,Tilia cordata 'Greenspire',21,70,0,108,north willard st,2023/10/03 00:00:00+00,{F77E7A17-6181-4C68-8BA1-D9649BA3305C}
1456224.65620466,723901.335773572,7081,T,Acer x freemanii 'Celebration',9,70,2013,106,north willard st,2023/10/03 00:00:00+00,{75C50544-ECDB-458B-9C3D-461D75B43064}
1456225.177201,723866.439845987,7082,T,Acer x freemanii 'Autumn Blaze',10,70,0,104,north willard st,2014/06/12 00:00:00+00,{63678FB5-F683-4264-B9D8-98FEA3DFD3BA}
1456226.21886558,723839.530122906,7083,T,Tilia cordata 'Greenspire',19,50,0,100,north willard st,2023/10/03 00:00:00+00,{7AC462F9-17C9-48A9-A291-BA8A66D99A58}
1456228.99674716,723751.335745491,7084,T,Tilia cordata 'Greenspire',17,50,0,94,north willard st,2018/08/02 00:00:00+00,{21FED4F6-6B92-4215-909C-5CC23090B788}
1456230.03841174,723719.391255572,7085,T,Tilia cordata 'Greenspire',18,70,0,90,north willard st,2023/10/03 00:00:00+00,{B7942546-7043-4AC1-A6A2-6FD308E7E5AD}
1456184.11757183,723751.241257489,7086,T,syringa reticulata,3,50,0,90,loomis st,2023/09/28 00:00:00+00,{E92ECCF2-6D67-4214-9DDE-07271BB07130}
1456182.46895308,723868.523175158,7088,T,Malus spp,13,70,0,103,north willard st,2020/10/05 00:00:00+00,{5E94BFC3-77B4-4C0E-9C41-5C6C35A1B32B}
1456181.4272885,723905.154991657,7089,T,Malus spp,14,70,0,109,north willard st,2014/06/12 00:00:00+00,{E35C7456-A582-48BA-A98E-F8C3066825AC}
1456177.65793908,723986.751613237,7090,S,Malus spp,12,0,0,119,north willard st,2021/08/20 00:00:00+00,{B94AABBF-5906-4F14-AFC6-7D5C316399DF}
1456351.74453316,723253.766530655,7092,T,Tilia cordata 'Greenspire',16,70,0,11,brookes av,2023/06/07 00:00:00+00,{BBAED866-18BB-45BE-8BBD-405138E76273}
1456390.89406116,723257.15202257,7093,T,Tilia cordata 'Greenspire',13,70,0,15,brookes av,2023/06/07 00:00:00+00,{CFA17496-A394-423B-912D-96CB8CE2F83E}
1456435.68563825,723260.103460237,7094,T,syringa reticulata,3,80,2013,19,brookes av,2023/06/07 00:00:00+00,{3E123FE4-4BBA-4D85-8083-FCA3FE4DA6F9}
1456467.45657208,723262.707457654,7095,T,Celtis occidentalis,14,70,0,23,brookes av,2023/06/07 00:00:00+00,{2856D9B3-6DE6-4AE9-BD75-B4ED622D41EC}
