plant_id,surveyed_on,surveyor,dbh_in,height_ft,spread_ft,condition,status,photo,notes
UVM-4296,2023-11-11,EC,,,,good,active,,
UVM-4297,2023-11-11,EC,,,,good,active,,
UVM-4298,2023-11-11,EC,,,,good,active,,
UVM-2857,2023-11-11,EC,,,,good,active,,
UVM-1655,2023-11-11,EC,,,,good,active,,
UVM-2856,2023-11-11,EC,,,,good,active,,
UVM-4299,2023-11-11,EC,,,,good,active,,
UVM-1707,2023-11-11,EC,,,,good,active,,
UVM-4300,2023-11-11,EC,,,,good,active,,
UVM-4301,2023-11-11,EC,,,,good,active,,
UVM-4302,2023-11-11,EC,,,,good,active,,
UVM-1705,2023-11-11,EC,,,,good,active,,
UVM-1657,2023-11-11,EC,,,,good,active,,
UVM-4303,2023-11-11,EC,,,,good,active,,
UVM-4304,2023-11-11,EC,,,,good,active,,
UVM-4305,2023-11-11,EC,,,,good,active,,
UVM-4306,2023-11-11,EC,,,,good,active,,
UVM-4307,2023-11-11,EC,,,,good,active,,
UVM-4308,2023-11-11,EC,,,,good,active,,
UVM-4309,2023-11-11,EC,,,,good,active,,
UVM-4310,2023-11-11,EC,,,,good,active,,
UVM-4311,2023-11-11,EC,,,,good,active,,
UVM-4312,2023-11-11,EC,,,,good,active,,
UVM-4313,2023-11-11,EC,,,,good,active,,
UVM-4314,2023-11-11,EC,,,,good,active,,
UVM-4315,2023-11-11,EC,,,,good,active,,
UVM-4316,2023-11-11,EC,,,,good,active,,
UVM-2854,2023-11-11,EC,,,,good,active,,
UVM-1699,2023-11-11,EC,,,,good,active,,
UVM-4317,2023-11-11,EC,,,,good,active,,
UVM-4318,2023-11-11,EC,,,,good,active,,
UVM-4319,2023-11-11,EC,,,,good,active,,
UVM-4320,2023-11-11,EC,,,,good,active,,
UVM-4321,2023-11-11,EC,,,,good,active,,
UVM-4322,2023-11-11,EC,,,,good,active,,
UVM-4323,2023-11-11,EC,,,,good,active,,
UVM-4324,2023-11-11,EC,,,,good,active,,
UVM-1691,2023-11-11,EC,,,,good,active,,
UVM-1690,2023-11-11,EC,,,,good,active,,
UVM-2853,2023-11-11,EC,,,,good,active,,
UVM-2852,2023-11-11,EC,,,,good,active,,
UVM-1684,2023-11-11,EC,,,,good,active,,
UVM-1687,2023-11-11,EC,,,,good,active,,
UVM-2851,2023-11-11,EC,,,,good,active,,
UVM-4325,2023-11-11,EC,,,,good,active,,
UVM-4326,2023-11-11,EC,,,,good,active,,
UVM-1682,2023-11-11,EC,,,,good,active,,
UVM-2850,2023-11-11,EC,,,,good,active,,
UVM-3849,2023-11-11,EC,,,,good,active,,
UVM-1679,2023-11-11,EC,,,,good,active,,
UVM-4327,2023-11-11,EC,,,,good,active,,
UVM-4328,2023-11-11,EC,,,,good,active,,
UVM-4329,2023-11-11,EC,,,,good,active,,
UVM-1678,2023-11-11,EC,,,,good,active,,
UVM-4330,2023-11-11,EC,,,,good,active,,
UVM-1743,2023-12-16,EC,,,,good,active,,
UVM-1742,2023-12-16,EC,,,,good,active,,
UVM-1744,2023-12-16,EC,,,,good,active,,
UVM-1745,2023-12-16,EC,,,,good,active,,
UVM-1741,2023-12-16,EC,,,,good,active,,
UVM-2872,2023-12-16,EC,,,,good,active,,
UVM-1739,2023-12-16,EC,,,,good,active,,
UVM-1738,2023-12-16,EC,,,,good,active,,
UVM-1737,2023-12-16,EC,,,,good,active,,
UVM-2874,2023-12-16,EC,,,,good,active,,
UVM-2873,2023-12-16,EC,,,,good,active,,
UVM-1746,2023-12-16,EC,,,,good,active,,
UVM-1735,2023-12-16,EC,,,,good,active,,
UVM-4331,2023-12-16,EC,,,,good,active,,
UVM-1733,2023-12-16,EC,,,,good,active,,
UVM-1732,2023-12-16,EC,,,,good,active,,
UVM-1731,2023-12-16,EC,,,,good,active,,
UVM-1730,2023-12-16,EC,,,,good,active,,
UVM-4332,2023-12-16,EC,,,,good,active,,
UVM-4333,2023-12-16,EC,,,,good,active,,
UVM-1727,2023-12-16,EC,,,,good,active,,
UVM-1726,2023-12-16,EC,,,,good,active,,
UVM-1736,2023-12-16,EC,,,,good,active,,
UVM-4334,2023-12-16,EC,,,,good,active,,
UVM-1725,2023-12-16,EC,,,,good,active,,
UVM-1724,2023-12-16,EC,,,,good,active,,
UVM-1723,2023-12-16,EC,,,,good,active,,
UVM-2871,2023-12-16,EC,,,,good,active,,
UVM-2870,2023-12-16,EC,,,,good,active,,
UVM-1720,2023-12-16,EC,,,,good,active,,
UVM-1719,2023-12-16,EC,,,,good,active,,
UVM-4335,2023-12-16,EC,,,,good,active,,
UVM-4336,2023-12-16,EC,,,,good,active,,
UVM-4337,2023-12-16,EC,,,,good,active,,
UVM-4338,2023-12-16,EC,,,,good,active,,
UVM-4339,2023-12-16,EC,,,,good,active,,
UVM-4340,2023-12-16,EC,,,,good,active,,
UVM-4341,2023-12-16,EC,,,,good,active,,
UVM-4342,2023-12-16,EC,,,,good,active,,
UVM-1401,2023-12-16,EC,,,,good,active,,
UVM-3302,2023-12-16,EC,,,,good,active,,
UVM-1406,2023-12-16,EC,,,,good,active,,
UVM-1407,2023-12-16,EC,,,,good,active,,
UVM-1412,2023-12-16,EC,,,,poor,active,,
UVM-1411,2023-12-16,EC,,,,good,active,,
UVM-1408,2023-12-16,EC,,,,good,active,,
UVM-1409,2023-12-16,EC,,,,good,active,,
UVM-4343,2023-12-16,EC,,,,poor,active,,
UVM-3301,2023-12-16,EC,,,,good,active,,
UVM-1413,2023-12-16,EC,,,,good,active,,
UVM-2166,2023-12-16,EC,,,,good,active,,
UVM-2167,2023-12-16,EC,,,,good,active,,
UVM-2168,2023-12-16,EC,,,,good,active,,
UVM-2169,2023-12-16,EC,,,,good,active,,
UVM-2170,2023-12-16,EC,,,,good,active,,
UVM-2171,2023-12-16,EC,,,,good,active,,
UVM-2172,2023-12-16,EC,,,,good,active,,
UVM-2173,2023-12-16,EC,,,,good,active,,
UVM-2174,2023-12-16,EC,,,,good,active,,
UVM-2182,2023-12-16,EC,,,,good,active,,
UVM-2181,2023-12-16,EC,,,,good,active,,
UVM-2179,2023-12-16,EC,,,,good,active,,
UVM-2180,2023-12-16,EC,,,,good,active,,
UVM-2178,2023-12-16,EC,,,,good,active,,
UVM-2175,2023-12-16,EC,,,,good,active,,
UVM-2176,2023-12-16,EC,,,,good,active,,
UVM-2177,2023-12-16,EC,,,,good,active,,
UVM-1414,2023-12-16,EC,,,,good,active,,
UVM-4344,2023-12-16,EC,,,,good,active,,
UVM-1416,2023-12-16,EC,,,,good,active,,
UVM-1415,2023-12-16,EC,,,,good,active,,
UVM-3320,2023-12-16,EC,,,,good,active,,
UVM-1418,2023-12-16,EC,,,,good,active,,
UVM-4345,2023-12-16,EC,,,,good,active,,
UVM-1421,2023-12-16,EC,,,,good,active,,
UVM-1422,2023-12-16,EC,,,,good,active,,
UVM-3321,2023-12-17,EC,,,,good,active,,
UVM-3322,2023-12-17,EC,,,,good,active,,
UVM-1425,2023-12-17,EC,,,,good,active,,
UVM-1426,2023-12-17,EC,,,,good,active,,
UVM-1427,2023-12-17,EC,,,,good,active,,
UVM-3337,2023-12-17,EC,,,,good,active,,
UVM-1432,2023-12-17,EC,,,,good,active,,
UVM-1433,2023-12-17,EC,,,,good,active,,
UVM-1436,2023-12-17,EC,,,,good,active,,
UVM-1435,2023-12-17,EC,,,,good,active,,
UVM-1434,2023-12-17,EC,,,,fair,active,,
UVM-1440,2023-12-17,EC,,,,good,active,,
UVM-4346,2023-12-17,EC,,,,good,active,,
UVM-4347,2023-12-17,EC,,,,good,active,,
UVM-1445,2023-12-17,EC,,,,good,active,,
UVM-3336,2023-12-17,EC,,,,good,active,,
UVM-1446,2023-12-17,EC,,,,good,active,,
UVM-1447,2023-12-17,EC,,,,good,active,,
UVM-1448,2023-12-17,EC,,,,good,active,,
UVM-4348,2023-12-17,EC,,,,good,active,,
UVM-4349,2023-12-17,EC,,,,good,active,,
UVM-1449,2023-12-17,EC,,,,good,active,,
UVM-4350,2023-12-17,EC,,,,good,active,,
UVM-1403,2023-12-17,EC,,,,good,active,,
UVM-1404,2023-12-17,EC,,,,good,active,,
UVM-4351,2023-12-17,EC,,,,good,active,,
UVM-3356,2023-12-17,EC,,,,good,active,,
UVM-3355,2023-12-17,EC,,,,good,active,,
UVM-3354,2023-12-17,EC,,,,good,active,,
UVM-1496,2023-12-17,EC,,,,good,active,,
UVM-1497,2023-12-17,EC,,,,good,active,,
UVM-1498,2023-12-17,EC,,,,good,active,,
UVM-4352,2023-12-17,EC,,,,good,active,,
UVM-2302,2023-12-17,EC,,,,good,active,,
UVM-2303,2023-12-17,EC,,,,good,active,,
UVM-2211,2023-12-19,EC,,,,good,active,,
UVM-2210,2023-12-19,EC,,,,good,active,,
UVM-2209,2023-12-19,EC,,,,good,active,,
UVM-2208,2023-12-19,EC,,,,good,active,,
UVM-2207,2023-12-19,EC,,,,poor,active,,
UVM-2206,2023-12-19,EC,,,,good,active,,
UVM-2205,2023-12-19,EC,,,,good,active,,
UVM-2204,2023-12-19,EC,,,,good,active,,
UVM-2203,2023-12-19,EC,,,,good,active,,
UVM-2202,2023-12-19,EC,,,,good,active,,
UVM-2201,2023-12-19,EC,,,,good,active,,
UVM-2200,2023-12-19,EC,,,,good,active,,
UVM-2199,2023-12-19,EC,,,,good,active,,
UVM-2198,2023-12-19,EC,,,,good,active,,
UVM-2297,2023-12-19,EC,,,,good,active,,
UVM-2296,2023-12-19,EC,,,,good,active,,
UVM-2195,2023-12-19,EC,,,,good,active,,
UVM-2428,2023-12-19,EC,,,,good,active,,
UVM-2429,2023-12-19,EC,,,,good,active,,
UVM-2426,2023-12-19,EC,,,,good,active,,
UVM-4353,2023-12-19,EC,,,,good,active,,"TAG UNCERTAIN: recorded as ""2427 or 2387"" — check in person"
UVM-2191,2023-12-19,EC,,,,good,active,,
UVM-2192,2023-12-19,EC,,,,good,active,,
UVM-2193,2023-12-19,EC,,,,good,active,,
UVM-2194,2023-12-19,EC,,,,good,active,,
UVM-2131,2023-12-19,EC,,,,good,active,,
UVM-2130,2023-12-19,EC,,,,good,active,,
UVM-2129,2023-12-19,EC,,,,good,active,,
UVM-3312,2023-12-19,EC,,,,good,active,,
UVM-3313,2023-12-19,EC,,,,good,active,,
UVM-2190,2023-12-19,EC,,,,good,active,,
UVM-2189,2023-12-19,EC,,,,good,active,,
UVM-2188,2023-12-19,EC,,,,good,active,,
UVM-2187,2023-12-19,EC,,,,good,active,,
UVM-2186,2023-12-19,EC,,,,good,active,,
UVM-2185,2023-12-19,EC,,,,good,active,,
UVM-2184,2023-12-19,EC,,,,good,active,,
UVM-2132,2023-12-19,EC,,,,good,active,,
UVM-3311,2023-12-19,EC,,,,good,active,,
UVM-2134,2023-12-19,EC,,,,good,active,,
UVM-2135,2023-12-19,EC,,,,good,active,,
UVM-3310,2023-12-19,EC,,,,good,active,,
UVM-2141,2023-12-19,EC,,,,good,active,,
UVM-2142,2023-12-19,EC,,,,good,active,,
UVM-4354,2023-12-19,EC,,,,good,active,,
UVM-4355,2023-12-19,EC,,,,good,active,,
UVM-4356,2023-12-19,EC,,,,good,active,,
UVM-4357,2023-12-19,EC,,,,good,active,,
UVM-4358,2023-12-19,EC,,,,good,active,,
UVM-4359,2023-12-19,EC,,,,good,active,,
UVM-4360,2023-12-19,EC,,,,good,active,,
UVM-4361,2023-12-19,EC,,,,good,active,,
UVM-4362,2023-12-19,EC,,,,good,active,,
UVM-4363,2023-12-19,EC,,,,good,active,,
UVM-4364,2023-12-19,EC,,,,good,active,,
UVM-4365,2023-12-19,EC,,,,good,active,,
UVM-2140,2023-12-19,EC,,,,good,active,,
UVM-3308,2023-12-19,EC,,,,good,active,,
UVM-2138,2023-12-19,EC,,,,good,active,,
UVM-2137,2023-12-19,EC,,,,good,active,,
UVM-3309,2023-12-19,EC,,,,good,active,,
UVM-4366,2023-12-19,EC,,,,good,active,,
UVM-4367,2023-12-19,EC,,,,good,active,,
UVM-4368,2023-12-19,EC,,,,good,active,,
UVM-4369,2023-12-19,EC,,,,good,active,,
UVM-4370,2023-12-19,EC,,,,good,active,,
UVM-4371,2023-12-19,EC,,,,good,active,,
UVM-3307,2023-12-19,EC,,,,good,active,,
UVM-4372,2023-12-19,EC,,,,good,active,,
UVM-4373,2023-12-19,EC,,,,good,active,,
UVM-2144,2023-12-19,EC,,,,good,active,,
UVM-2145,2023-12-19,EC,,,,good,active,,
UVM-2146,2023-12-19,EC,,,,good,active,,
UVM-2147,2023-12-19,EC,,,,good,active,,
UVM-2148,2023-12-19,EC,,,,good,active,,
UVM-2149,2023-12-19,EC,,,,good,active,,
UVM-2150,2023-12-19,EC,,,,good,active,,
UVM-2164,2023-12-19,EC,,,,good,active,,
UVM-2155,2023-12-19,EC,,,,good,active,,
UVM-2153,2023-12-19,EC,,,,good,active,,
UVM-2154,2023-12-19,EC,,,,good,active,,
UVM-2151,2023-12-19,EC,,,,good,active,,
UVM-2152,2023-12-19,EC,,,,good,active,,
UVM-2157,2023-12-19,EC,,,,good,active,,
UVM-3306,2023-12-19,EC,,,,good,active,,
UVM-3305,2023-12-19,EC,,,,good,active,,
UVM-3304,2023-12-19,EC,,,,good,active,,
UVM-3303,2023-12-19,EC,,,,good,active,,
UVM-2161,2023-12-19,EC,,,,good,active,,
UVM-4374,2023-12-19,EC,,,,good,active,,
UVM-4375,2023-12-19,EC,,,,good,active,,
UVM-3318,2023-12-19,EC,,,,good,active,,
UVM-3319,2023-12-19,EC,,,,good,active,,
UVM-2410,2023-12-19,EC,,,,good,active,,
UVM-2413,2023-12-19,EC,,,,good,active,,
UVM-4376,2023-12-19,EC,,,,good,active,,
UVM-4377,2023-12-19,EC,,,,good,active,,
UVM-2414,2023-12-19,EC,,,,good,active,,
UVM-4378,2023-12-19,EC,,,,good,active,,
UVM-2415,2023-12-19,EC,,,,good,active,,
UVM-4379,2023-12-19,EC,,,,good,active,,
UVM-2416,2023-12-19,EC,,,,good,active,,
UVM-4380,2023-12-19,EC,,,,good,active,,
UVM-4381,2023-12-19,EC,,,,good,active,,
UVM-4382,2023-12-19,EC,,,,good,active,,
UVM-2418,2023-12-19,EC,,,,good,active,,
UVM-4383,2023-12-19,EC,,,,good,active,,
UVM-2419,2023-12-19,EC,,,,good,active,,
UVM-4384,2023-12-19,EC,,,,good,active,,
UVM-4385,2023-12-19,EC,,,,good,active,,
UVM-4386,2023-12-19,EC,,,,good,active,,
UVM-4387,2023-12-19,EC,,,,good,active,,
UVM-4388,2023-12-19,EC,,,,good,active,,
UVM-4389,2023-12-19,EC,,,,good,active,,
UVM-4390,2023-12-19,EC,,,,good,active,,
UVM-4391,2023-12-19,EC,,,,good,active,,
UVM-4392,2023-12-19,EC,,,,good,active,,
UVM-4393,2023-12-19,EC,,,,good,active,,
UVM-4394,2023-12-19,EC,,,,good,active,,
UVM-4395,2023-12-19,EC,,,,good,active,,
UVM-4396,2023-12-19,EC,,,,good,active,,
UVM-4397,2023-12-19,EC,,,,good,active,,
UVM-4398,2023-12-19,EC,,,,good,active,,
UVM-4399,2023-12-19,EC,,,,good,active,,
UVM-4400,2023-12-19,EC,,,,good,active,,
UVM-2407,2023-12-19,EC,,,,good,active,,
UVM-4401,2023-12-19,EC,,,,good,active,,
UVM-2399,2023-12-19,EC,,,,good,active,,
UVM-2400,2023-12-19,EC,,,,fair,active,,
UVM-4402,2023-12-19,EC,,,,good,active,,
UVM-2398,2023-12-19,EC,,,,good,active,,
UVM-2406,2023-12-19,EC,,,,good,active,,
UVM-3317,2023-12-19,EC,,,,good,active,,
UVM-2404,2023-12-19,EC,,,,good,active,,
UVM-4403,2023-12-19,EC,,,,good,active,,
UVM-4404,2023-12-19,EC,,,,good,active,,
UVM-2403,2023-12-19,EC,,,,good,active,,
UVM-3316,2023-12-19,EC,,,,good,active,,
UVM-2401,2023-12-19,EC,,,,good,active,,
UVM-2397,2023-12-19,EC,,,,good,active,,
UVM-2396,2023-12-19,EC,,,,good,active,,
UVM-4405,2023-12-19,EC,,,,good,active,,
UVM-4406,2024-01-04,EC,,,,good,active,,
UVM-4407,2024-01-04,EC,,,,good,active,,
UVM-4408,2024-01-04,EC,,,,good,active,,
UVM-2394,2024-01-04,EC,,,,good,active,,
UVM-2393,2024-01-04,EC,,,,good,active,,
UVM-4409,2024-01-04,EC,,,,good,active,,
UVM-2435,2024-01-04,EC,,,,good,active,,
UVM-2434,2024-01-04,EC,,,,good,active,,
UVM-2433,2024-01-04,EC,,,,good,active,,
UVM-4410,2024-01-04,EC,,,,good,active,,
UVM-4411,2024-01-04,EC,,,,good,active,,
UVM-4412,2024-01-04,EC,,,,good,active,,
UVM-3314,2024-01-04,EC,,,,good,active,,
UVM-2431,2024-01-04,EC,,,,good,active,,
UVM-2430,2024-01-04,EC,,,,good,active,,
UVM-2375,2024-01-04,EC,,,,good,active,,
UVM-4413,2024-01-04,EC,,,,good,active,,
UVM-2370,2024-01-04,EC,,,,good,active,,
UVM-2371,2024-01-04,EC,,,,good,active,,
UVM-2372,2024-01-04,EC,,,,good,active,,
UVM-3330,2024-01-04,EC,,,,good,active,,
UVM-2381,2024-01-04,EC,,,,good,active,,
UVM-2382,2024-01-04,EC,,,,good,active,,
UVM-3331,2024-01-04,EC,,,,good,active,,
UVM-3329,2024-01-04,EC,,,,good,active,,
UVM-3328,2024-01-04,EC,,,,good,active,,
UVM-4414,2024-01-04,EC,,,,good,active,,
UVM-3327,2024-01-04,EC,,,,good,active,,
UVM-2365,2024-01-04,EC,,,,good,active,,
UVM-3326,2024-01-04,EC,,,,good,active,,
UVM-3325,2024-01-04,EC,,,,good,active,,
UVM-3324,2024-01-04,EC,,,,good,active,,
UVM-3323,2024-01-04,EC,,,,good,active,,
UVM-3335,2024-01-04,EC,,,,good,active,,
UVM-3338,2024-01-04,EC,,,,good,active,,
UVM-1493,2024-01-04,EC,,,,good,active,,
UVM-1492,2024-01-04,EC,,,,good,active,,
UVM-1491,2024-01-04,EC,,,,good,active,,
UVM-1490,2024-01-04,EC,,,,good,active,,
UVM-1495,2024-01-04,EC,,,,good,active,,
UVM-1489,2024-01-04,EC,,,,good,active,,
UVM-4415,2024-01-04,EC,,,,good,active,,
UVM-1488,2024-01-04,EC,,,,good,active,,
UVM-2359,2024-01-04,EC,,,,good,active,,
UVM-3334,2024-01-04,EC,,,,good,active,,
UVM-2357,2024-01-04,EC,,,,good,active,,
UVM-1487,2024-01-04,EC,,,,good,active,,
UVM-1486,2024-01-04,EC,,,,good,active,,
UVM-1485,2024-01-04,EC,,,,good,active,,
UVM-4416,2024-01-04,EC,,,,good,active,,
UVM-1484,2024-01-04,EC,,,,good,active,,
UVM-4417,2024-01-04,EC,,,,good,active,,
UVM-1483,2024-01-04,EC,,,,good,active,,
UVM-4418,2024-01-04,EC,,,,good,active,,
UVM-4419,2024-01-04,EC,,,,good,active,,
UVM-4420,2024-01-04,EC,,,,good,active,,
UVM-1482,2024-01-04,EC,,,,good,active,,
UVM-1481,2024-01-04,EC,,,,good,active,,
UVM-4421,2024-01-04,EC,,,,good,active,,
UVM-1480,2024-01-04,EC,,,,good,active,,
UVM-1479,2024-01-04,EC,,,,good,active,,
UVM-4422,2024-01-04,EC,,,,good,active,,
UVM-4423,2024-01-04,EC,,,,good,active,,
UVM-1477,2024-01-04,EC,,,,good,active,,
UVM-4424,2024-01-04,EC,,,,good,active,,
UVM-4425,2024-01-04,EC,,,,good,active,,
UVM-4426,2024-01-04,EC,,,,good,active,,
UVM-4427,2024-01-04,EC,,,,good,active,,
UVM-3351,2024-01-04,EC,,,,good,active,,
UVM-4428,2024-01-04,EC,,,,good,active,,
UVM-4429,2024-01-04,EC,,,,good,active,,
UVM-4430,2024-01-04,EC,,,,good,active,,
UVM-4431,2024-01-04,EC,,,,good,active,,
UVM-4432,2024-01-04,EC,,,,good,active,,
UVM-3350,2024-01-04,EC,,,,good,active,,
UVM-4433,2024-01-04,EC,,,,good,active,,
UVM-3352,2024-01-04,EC,,,,good,active,,
UVM-1471,2024-01-04,EC,,,,good,active,,
UVM-4434,2024-01-04,EC,,,,good,active,,
UVM-1469,2024-01-04,EC,,,,good,active,,
UVM-4435,2024-01-04,EC,,,,good,active,,
UVM-4436,2024-01-04,EC,,,,good,active,,
UVM-1474,2024-01-04,EC,,,,good,active,,
UVM-1475,2024-01-04,EC,,,,good,active,,
UVM-4437,2024-01-04,EC,,,,good,active,,
UVM-4438,2024-01-04,EC,,,,good,active,,
UVM-1468,2024-01-04,EC,,,,good,active,,
UVM-1467,2024-01-04,EC,,,,good,active,,
UVM-3353,2024-01-04,EC,,,,good,active,,
UVM-4439,2024-01-04,EC,,,,good,active,,
UVM-1465,2024-01-04,EC,,,,good,active,,
UVM-1466,2024-01-04,EC,,,,good,active,,
UVM-1461,2024-01-04,EC,,,,good,active,,
UVM-1460,2024-01-04,EC,,,,good,active,,
UVM-4440,2024-01-04,EC,,,,good,active,,
UVM-1458,2024-01-04,EC,,,,good,active,,
UVM-1456,2024-01-04,EC,,,,good,active,,
UVM-1455,2024-01-04,EC,,,,good,active,,
UVM-1454,2024-01-04,EC,,,,good,active,,
UVM-1453,2024-01-04,EC,,,,good,active,,
UVM-2304,2024-01-04,EC,,,,good,active,,
UVM-2305,2024-01-04,EC,,,,good,active,,
UVM-2313,2024-01-04,EC,,,,good,active,,
UVM-2314,2024-01-04,EC,,,,good,active,,
UVM-2315,2024-01-04,EC,,,,good,active,,
UVM-2316,2024-01-04,EC,,,,good,active,,
UVM-2310,2024-01-04,EC,,,,good,active,,
UVM-2311,2024-01-04,EC,,,,good,active,,
UVM-2312,2024-01-04,EC,,,,good,active,,
UVM-4441,2024-01-04,EC,,,,good,active,,
UVM-4442,2024-01-04,EC,,,,good,active,,
UVM-4443,2024-01-04,EC,,,,good,active,,
UVM-4444,2024-01-04,EC,,,,good,active,,
UVM-4445,2024-01-04,EC,,,,good,active,,
UVM-4446,2024-01-04,EC,,,,good,active,,
UVM-4447,2024-01-04,EC,,,,good,active,,
UVM-4448,2024-01-04,EC,,,,good,active,,
UVM-2309,2024-01-04,EC,,,,good,active,,
UVM-4449,2024-01-04,EC,,,,good,active,,
UVM-4450,2024-01-04,EC,,,,good,active,,
UVM-3339,2024-01-04,EC,,,,good,active,,
UVM-2386,2024-01-04,EC,,,,good,active,,
UVM-2385,2024-01-04,EC,,,,good,active,,
UVM-2384,2024-01-04,EC,,,,good,active,,
UVM-3340,2024-01-04,EC,,,,good,active,,
UVM-3341,2024-01-04,EC,,,,good,active,,
UVM-4451,2024-01-04,EC,,,,good,active,,
UVM-4452,2024-01-04,EC,,,,good,active,,
UVM-4453,2024-01-04,EC,,,,good,active,,
UVM-4454,2024-01-04,EC,,,,good,active,,
UVM-4455,2024-01-04,EC,,,,good,active,,
UVM-4456,2024-01-04,EC,,,,good,active,,
UVM-4457,2024-01-04,EC,,,,good,active,,
UVM-4458,2024-01-04,EC,,,,good,active,,
UVM-4459,2024-01-04,EC,,,,good,active,,
UVM-2352,2024-01-04,EC,,,,good,active,,
UVM-2353,2024-01-04,EC,,,,good,active,,
UVM-2351,2024-01-04,EC,,,,good,active,,
UVM-3332,2024-01-04,EC,,,,good,active,,
UVM-2379,2024-01-04,EC,,,,good,active,,
UVM-3333,2024-01-04,EC,,,,good,active,,
UVM-2377,2024-01-04,EC,,,,good,active,,
UVM-2376,2024-01-04,EC,,,,good,active,,
UVM-2320,2024-01-06,EC,,,,good,active,,
UVM-2321,2024-01-06,EC,,,,good,active,,
UVM-2322,2024-01-06,EC,,,,good,active,,
UVM-1294,2024-01-06,EC,,,,good,active,,
UVM-1293,2024-01-06,EC,,,,good,active,,
UVM-4460,2024-01-06,EC,,,,good,active,,
UVM-1300,2024-01-06,EC,,,,good,active,,
UVM-2387,2024-01-06,EC,,,,good,active,,
UVM-2388,2024-01-06,EC,,,,good,active,,
UVM-2323,2024-01-06,EC,,,,good,active,,
UVM-2324,2024-01-06,EC,,,,good,active,,
UVM-2325,2024-01-06,EC,,,,good,active,,
UVM-2326,2024-01-06,EC,,,,good,active,,
UVM-4461,2024-01-06,EC,,,,good,active,,
UVM-2327,2024-01-06,EC,,,,good,active,,
UVM-2328,2024-01-06,EC,,,,good,active,,
UVM-2329,2024-01-06,EC,,,,good,active,,
UVM-4462,2024-01-06,EC,,,,good,active,,
UVM-2331,2024-01-06,EC,,,,good,active,,
UVM-2330,2024-01-06,EC,,,,good,active,,
UVM-2335,2024-01-06,EC,,,,good,active,,
UVM-4463,2024-01-06,EC,,,,good,active,,
UVM-4464,2024-01-06,EC,,,,good,active,,
UVM-3349,2024-01-06,EC,,,,good,active,,
UVM-3348,2024-01-06,EC,,,,good,active,,
UVM-2338,2024-01-06,EC,,,,good,active,,
UVM-4465,2024-01-06,EC,,,,good,active,,
UVM-4466,2024-01-06,EC,,,,good,active,,
UVM-3347,2024-01-06,EC,,,,good,active,,
UVM-3345,2024-01-06,EC,,,,good,active,,
UVM-2340,2024-01-06,EC,,,,,active,,
UVM-3346,2024-01-06,EC,,,,good,active,,
UVM-2342,2024-01-06,EC,,,,good,active,,
UVM-4467,2024-01-06,EC,,,,good,active,,
UVM-2343,2024-01-06,EC,,,,good,active,,
UVM-4468,2024-01-06,EC,,,,good,active,,
UVM-2344,2024-01-06,EC,,,,good,active,,
UVM-3342,2024-01-06,EC,,,,good,active,,
UVM-3343,2024-01-06,EC,,,,good,active,,
UVM-3344,2024-01-06,EC,,,,good,active,,
UVM-2349,2024-01-06,EC,,,,good,active,,
UVM-2350,2024-01-06,EC,,,,good,active,,
UVM-2391,2024-01-06,EC,,,,good,active,,
UVM-2390,2024-01-06,EC,,,,good,active,,
UVM-2389,2024-01-06,EC,,,,good,active,,
UVM-2230,2024-01-06,EC,,,,good,active,,
UVM-2237,2024-01-06,EC,,,,good,active,,
UVM-2258,2024-01-06,EC,,,,good,active,,
UVM-1800,2024-01-06,EC,,,,good,active,,
UVM-1799,2024-01-06,EC,,,,good,active,,
UVM-4469,2024-01-06,EC,,,,good,active,,
UVM-1797,2024-01-06,EC,,,,good,active,,
UVM-1798,2024-01-06,EC,,,,good,active,,
UVM-4470,2024-01-06,EC,,,,good,active,,
UVM-4471,2024-01-06,EC,,,,good,active,,
UVM-1793,2024-01-06,EC,,,,good,active,,
UVM-1791,2024-01-06,EC,,,,good,active,,
UVM-1792,2024-01-06,EC,,,,good,active,,
UVM-1790,2024-01-06,EC,,,,good,active,,
UVM-1789,2024-01-06,EC,,,,good,active,,
UVM-4472,2024-01-06,EC,,,,good,active,,
UVM-4473,2024-01-06,EC,,,,good,active,,
UVM-1786,2024-01-06,EC,,,,good,active,,
UVM-4474,2024-01-06,EC,,,,good,active,,
UVM-4475,2024-01-06,EC,,,,good,active,,
UVM-4476,2024-01-06,EC,,,,good,active,,
UVM-1784,2024-01-06,EC,,,,good,active,,
UVM-1783,2024-01-06,EC,,,,good,active,,
UVM-1782,2024-01-06,EC,,,,good,active,,
UVM-1781,2024-01-06,EC,,,,good,active,,
UVM-1780,2024-01-06,EC,,,,good,active,,
UVM-1756,2024-01-06,EC,,,,good,active,,
UVM-1755,2024-01-06,EC,,,,good,active,,
UVM-2879,2024-01-06,EC,,,,good,active,,
UVM-4477,2024-01-06,EC,,,,good,active,,
UVM-1753,2024-01-06,EC,,,,good,active,,
UVM-2878,2024-01-06,EC,,,,good,active,,
UVM-1752,2024-01-06,EC,,,,good,active,,
UVM-4478,2024-01-06,EC,,,,good,active,,
UVM-2877,2024-01-06,EC,,,,good,active,,
UVM-2876,2024-01-06,EC,,,,good,active,,
UVM-2875,2024-01-06,EC,,,,good,active,,
UVM-2225,2024-01-09,EC,,,,good,active,,
UVM-2226,2024-01-09,EC,,,,good,active,,
