city_id,taxon_id,lat,lng,collection_id,dbh_in,condition,planted_year,address,recorded_on,source_id
BTV-14378,liriodendron-tulipifera,44.479356,-73.203179,central,2,good,2024,52 South Williams St,,{96F5B5BD-A700-4698-BA98-82264A6A67A6}
BTV-14379,quercus-imbricaria,44.479463,-73.203193,central,2,good,2024,52 South Williams St,,{B9E330B8-6EA7-4A21-A303-C64F7E232C79}
BTV-14435,aesculus-x-carnea,44.480759,-73.196957,central,2,good,2024,72 Colchester Ave,,{A1F83E26-A9E1-42D3-8F1D-FA4C3AC228F2}
BTV-14449,quercus-rubra,44.484587,-73.184910,centennial,14,good,,,,{DF52E8F5-5FB2-4EDA-9A85-CC3D561A8335}
BTV-14512,syringa-reticulata-ivory-silk,44.480651,-73.203209,central,2,good,2024,14 South Williams St,,{6CD19B6C-B107-4EA2-85BB-BC59813B2F65}
BTV-14701,acer-miyabei,44.476120,-73.200616,central,2,good,2024,461 Main St,,{B8A8D09E-A750-4A4B-BBF4-588E6AE75881}
BTV-14702,aesculus-x-carnea,44.476031,-73.200610,central,2,good,2024,461 Main St,,{E0EC5C98-D8ED-436E-A94C-68F15203A0B2}
BTV-14703,platanus-occidentalis,44.475955,-73.200606,central,2,good,2024,461 Main St,,{0ADD5F40-38AB-4F7F-8782-0D3DE4C46A7A}
BTV-14771,quercus-bicolor,44.474326,-73.202346,central,2,good,2025,77 Overlake Pk,,{0A9C893A-C982-4A68-89E9-CA37A70E4E52}
BTV-14858,celtis-occidentalis,44.481172,-73.198910,central,2,good,2025,23 Mansfield Ave,,{11E22542-FEB3-4B4E-81F1-BA22D3032AFF}
BTV-14878,celtis-occidentalis,44.476271,-73.200247,central,2,good,2025,461 Main St,,{E3ACF192-369B-4766-9504-96B6C45E7EC0}
BTV-14881,ulmus-davidiana-japonica,44.476271,-73.200374,central,2,good,2025,461 Main St,,{AD4E282F-402B-42C9-A0E0-B0C1D35FBC4D}
BTV-14882,tilia-americana,44.476280,-73.200090,central,2,good,2025,475 Main St,,{AF3D3CB5-109A-46EE-9A36-7EC0CB811BAF}
BTV-14883,ulmus-davidiana-japonica,44.476285,-73.199901,central,2,good,2025,475 Main St,,{678B3253-FF07-40EF-AB56-8CD1E61F742A}
BTV-14884,gleditsia-triacanthos,44.476291,-73.199710,central,2,good,2025,481 Main St,,{EC8193B1-E59E-4484-8E15-FC6C19DF3476}
BTV-14885,acer-miyabei,44.476289,-73.199794,central,2,good,2025,481 Main St,,{5F5A880C-DBDE-4C6C-9683-4B596DA9311F}
BTV-14886,tilia-americana,44.476292,-73.199607,central,2,good,2025,481 Main St,,{69AF89D6-B12F-447A-8F70-1C77190B9805}
BTV-14887,acer-x-freemanii,44.477685,-73.202889,central,2,good,2025,420 College St,,{6CD6F6FE-5C98-4AEB-A1E0-532345560C53}
